Anime_score,Popularity_among_viewers,Viewers,Japanese,Type,Eps,Status,English_Title,Sources,Demographic,Rating,Genre,Producer
7.9400000000000004,5302,15,銀河戦国群雄伝ライ,TV,52,Finished Airing,Galaxy Warring State Chronicle Rai,,Shounen(Boys),,Action, Adventure, Romance,TV Tokyo, SoftX
8,9991,2,斗罗大陆Ⅱ绝世唐门,ONA,52,Currently Airing,Soul Land 2: The Peerless Tang Clan,Web novel,,PG-13 - Teens 13 or older,Action, Adventure, Fantasy,Sparkly Key Animation Studio
8,1424,165,ef - a tale of melodies.,TV,12,Finished Airing,ef - a tale of melodies.,Visual novel,,PG-13 - Teens 13 or older,Adventure, Drama, Romance,Shaft
8,1290,185,イヴの時間,Movie,6,Finished Airing,Time of Eve,Original,,PG-13 - Teens 13 or older,,NYAV Post, Pied Piper
8,1467,159,鋼の錬金術師,,4,Finished Airing,Fullmetal Alchemist: Brotherhood OVA Collection,,Shounen(Boys),,Action, Adventure, Drama, Fantasy,Aniplex, Square Enix
8,2376,80,範馬刃牙 SON OF OGRE,ONA,27,Finished Airing,Baki Hanma 2nd Season,,Shounen(Boys),R - 17+ (violence & profanity),,TMS Entertainment
7.9900000000000002,2627,68,Wolf's Rain OVA,OVA,4,Finished Airing,Wolf's Rain,Original,,PG-13 - Teens 13 or older,Action, Adventure, Drama,Bones
7.9900000000000002,681,346,神のみぞ知るセカイ 女神篇,TV,12,Finished Airing,The World God Only Knows: Goddesses,,,,,
7.9900000000000002,4074,29,攻殻機動隊 S.A.C. 2nd GIG Individual Eleven,OVA,1,Finished Airing,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,,Adult,,Action,Bandai Entertainment, Manga Entertainment
7.9800000000000004,2695,65,魔法少女リリカルなのは エース,TV,13,Finished Airing,Magical Girl Lyrical Nanoha A's,Original,,PG-13 - Teens 13 or older,Action, Comedy, Drama, Fantasy,Starchild Records, Omnibus Japan
7.9800000000000004,7267,7,斗破苍穹 第四季,ONA,24,Finished Airing,Fights Break Sphere 4th Season,Novel,,PG-13 - Teens 13 or older,Action, Adventure, Fantasy, Romance,Motion Magic
7.9800000000000004,844,287,灰羽連盟,TV,13,Finished Airing,Haibane Renmei,,,,Adventure, Drama, Fantasy,Funimation, Geneon Entertainment USA
7.9699999999999998,958,253,劇場版 ソードアート・オンライン プログレッシブ 星なき夜のアリア,Movie,1,Finished Airing,Sword Art Online the Movie: Progressive - Aria of a Starless Night,Light novel,,PG-13 - Teens 13 or older,Action, Adventure, Fantasy,A-1 Pictures
7.9699999999999998,2302,84,ユーリ!!! on ICE Yuri Plisetsky GPF in Barcelona EX "Welcome to The Madness",,1,Finished Airing,Yuri!!! On ICE: Yuri Plisetsky GPF in Barcelona EX "Welcome to The Madness",Original,,PG-13 - Teens 13 or older,,MAPPA
7.9699999999999998,1129,214,魔王城でおやすみ,TV,12,Finished Airing,Sleepy Princess in the Demon Castle,,,,,Lantis, FuRyu
7.9699999999999998,3302,44,おおきく振りかぶって 〜夏の大会編〜,TV,13,Finished Airing,Big Windup! 2,,Seinen(Male Youth/Adult),,,Nozomi Entertainment
7.9699999999999998,3099,50,全职高手之巅峰荣耀,Movie,1,Finished Airing,The King's Avatar: For the Glory,Web novel,,PG-13 - Teens 13 or older,Action,Colored Pencil Animation
7.9699999999999998,150,1,ReLIFE,TV,13,Finished Airing,ReLIFE,Web manga,,PG-13 - Teens 13 or older,Drama, Romance,Aniplex, Half H.P Studio, comico, Hakuhodo DY Media Partners, Lawson, C & I entertainment, TMS Music
7.9699999999999998,578,396,デュラララ!!×２ 転,TV,12,Finished Airing,Durarara!! x2 Ten,Light novel,,R - 17+ (violence & profanity),Action, Adventure,Aniplex
7.9699999999999998,2489,74,ハイスコアガール EXTRA STAGE,OVA,3,Finished Airing,Hi Score Girl: Extra Stage,,Seinen(Male Youth/Adult),,,
7.9699999999999998,1705,131,北斗の拳,TV,109,Finished Airing,Fist of the North Star,,Shounen(Boys),,Action, Drama,Fuji TV
7.96,4684,21,その ちょっぴり秘密の場所に…,,1,Finished Airing,Aria the Origination Episode 5.5: That Little Secret Place…,,Shounen(Boys),G - All Ages,,Nozomi Entertainment
7.96,6574,9,劇場版 BanG Dream! ぽっぴん'どりーむ！,Movie,1,Finished Airing,BanG Dream! Poppin'Dream!,,,PG-13 - Teens 13 or older,,SANZIGEN
7.96,1902,113,美少女戦士セーラームーン セーラースターズ,TV,34,Finished Airing,Sailor Moon Sailor Stars,,,,Adventure, Comedy, Drama, Fantasy, Romance,TV Asahi, Toei Advertising
7.9500000000000002,2919,56,Mobile Suit Gundam Thunderbolt,ONA,4,Finished Airing,Mobile Suit Gundam Thunderbolt: December Sky,,,R - 17+ (violence & profanity),Action, Drama,Sunrise
7.9500000000000002,965,251,紅の豚,Movie,1,Finished Airing,Porco Rosso,,,,Historical, Action,Disney Platform Distribution, GKIDS
7.9500000000000002,4213,27,劇場版 マクロスＦ 恋離飛翼 ～サヨナラノツバサ～,Movie,1,Finished Airing,Macross Frontier: The Wings of Farewell,Original,,PG-13 - Teens 13 or older,Action, Romance,Satelight, 8bit
7.9500000000000002,837,290,サカサマのパテマ,Movie,1,Finished Airing,Patema Inverted,Original,,PG-13 - Teens 13 or older,Action, Adventure,GKIDS
7.9500000000000002,278,721,食戟のソーマ 餐ノ皿 遠月列車篇,TV,12,Finished Airing,Food Wars! The Third Plate: Totsuki Train Arc,,,,,
7.9500000000000002,68,1,The Rising of the Shield Hero,TV,25,Finished Airing,The Rising of the Shield Hero,Light novel,,,Action, Adventure, Drama, Fantasy,Frontier Works, AT-X, Nippon Columbia, Glovision, Good Smile Company, Sammy, Crunchyroll, Kadokawa Media House, NTT Plala, Kadokawa
7.9500000000000002,1916,112,鉄コン筋クリート,Movie,1,Finished Airing,Tekkonkinkreet,,,,Action, Adventure,Sony Pictures Entertainment
7.9500000000000002,977,248,ワーキング!!!,TV,13,Finished Airing,Wagnaria!!3,,,,,
7.9400000000000004,1160,207,ヲタクに恋は難しい OAD,OVA,3,Finished Airing,Wotakoi: Love is Hard for Otaku OVA,Web manga,Adult,PG-13 - Teens 13 or older,,A-1 Pictures, Lapin Track
7.9400000000000004,2672,66,劇場版 ×××HOLiC 真夏ノ夜ノ夢,Movie,1,Finished Airing,xxxHOLiC The Movie: A Midsummer Night's Dream,,Seinen(Male Youth/Adult),PG-13 - Teens 13 or older,,Funimation
7.9400000000000004,2283,86,カレイドスター,TV,51,Finished Airing,Kaleido Star,Original,,PG-13 - Teens 13 or older,,Production I.G, TV Tokyo, HAL Film Maker, HoriPro, MediaNet
7.9400000000000004,1435,163,ぬらりひょんの孫 千年魔京,TV,24,Finished Airing,Nura: Rise of the Yokai Clan - Demon Capital,,Shounen(Boys),,Action, Adventure,Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, TOHO, Shueisha, BS11, Imagine
7.9400000000000004,860,281,Fate/Grand Order: Absolute Demonic Front - Babylonia,TV,21,Finished Airing,Fate/Grand Order: Absolute Demonic Front - Babylonia,,,,Action, Adventure, Fantasy,Aniplex, Notes, Delightworks
7.9299999999999997,782,305,-クラナド- もうひとつの世界 智代編,,1,Finished Airing,Clannad: Another World, Tomoyo Chapter,Visual novel,,PG-13 - Teens 13 or older,Drama, Romance,Kyoto Animation
7.9299999999999997,2023,104,闘牌伝説アカギ 闇に舞い降りた天才,TV,26,Finished Airing,Akagi,,,,,
7.9299999999999997,1214,198,バンパイアハンターD,Movie,1,Finished Airing,Vampire Hunter D: Bloodlust,Light novel,,,Action,Discotek Media
7.9299999999999997,1037,233,弱虫ペダル,TV,38,Finished Airing,Yowamushi Pedal,,Shounen(Boys),,,TV Tokyo, MediaNet, TOHO animation, Akita Shoten
7.9199999999999999,2461,75,機動戦士Ζガンダム,TV,50,Finished Airing,Mobile Suit Zeta Gundam,Original,,PG-13 - Teens 13 or older,Action, Drama, Romance,Sotsu, Nagoya Broadcasting Network
7.9199999999999999,2158,94,空中ブランコ,TV,11,Finished Airing,Welcome to Irabu's Office,Novel,,R - 17+ (violence & profanity),,Dentsu, Fuji TV, Asmik Ace, Sony Music Entertainment, Bungeishunjuu
7.9199999999999999,398,553,猫物語（黒）,TV Special,4,Finished Airing,Nekomonogatari Black,Light novel,,R - 17+ (violence & profanity),,Aniplex of America
7.9199999999999999,863,280,Bungo Stray Dogs: Dead Apple,Movie,1,Finished Airing,Bungo Stray Dogs: Dead Apple,,Adult,R - 17+ (violence & profanity),Action, Adventure,Bones
7.9199999999999999,927,261,フルメタル パニック！The Second Raid,TV,13,Finished Airing,Full Metal Panic! The Second Raid,Light novel,,R - 17+ (violence & profanity),Action,WOWOW, Kadokawa Shoten, KlockWorx, Happinet Pictures
7.9199999999999999,4773,20,家なき子レミ,TV,23,Finished Airing,Sans Famille,Novel,,G - All Ages,Adventure, Drama,Fuji TV
7.9100000000000001,760,314,コードギアス 復活のルルーシュ,Movie,1,Finished Airing,Code Geass: Lelouch of the Re;surrection,Original,,R - 17+ (violence & profanity),Action, Drama,Funimation
7.9100000000000001,6251,10,映画 クレヨンしんちゃん 嵐を呼ぶモーレツ！オトナ帝国の逆襲,Movie,1,Finished Airing,Shin chan Película 9: ¡Los Adultos Contraatacan!,,Seinen(Male Youth/Adult),G - All Ages,,Shin-Ei Animation
7.9100000000000001,2563,71,ルパン三世,TV,24,Finished Airing,Lupin the Third Part 4,,,,Action, Adventure, Comedy,
7.9000000000000004,1685,132,Attack on Titan: Wings of Freedom,Movie,1,Finished Airing,Attack on Titan: Anime Movie Teil 2: Flügel der Freiheit,,Shounen(Boys),,Action, Adventure, Drama,Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprises
7.9000000000000004,2147,95,しろくまカフェ,TV,50,Finished Airing,Polar Bear Cafe,,,,,TV Tokyo, Avex Entertainment
7.9000000000000004,4643,22,勇者王ガオガイガー,TV,49,Finished Airing,King of Braves GaoGaiGar,Original,,PG-13 - Teens 13 or older,Action, Adventure,Victor Entertainment, Nagoya Broadcasting Network, Tokyu Agency
7.9000000000000004,689,340,School Babysitters,TV,12,Finished Airing,School Babysitters,,,,,Bandai Visual, Lantis, Nihon Ad Systems, Hakusensha, Banpresto, Marui Group
7.9000000000000004,300,675,俺物語!!,TV,24,Finished Airing,My Love Story!!,,,,,
7.8899999999999997,669,351,借りぐらしのアリエッティ,Movie,1,Finished Airing,The Secret World of Arrietty,Novel,,G - All Ages,,Disney Platform Distribution
7.8899999999999997,1571,145,夏へのトンネル, さよならの出口,Movie,1,Finished Airing,The Tunnel to Summer, the Exit of Goodbyes,Light novel,,PG-13 - Teens 13 or older,Action, Adventure, Romance, Drama,CLAP
7.8899999999999997,3235,46,テニスの王子様 Original Video Animation 全国大会編,,13,Finished Airing,The Prince of Tennis: National Championship Chapter,,Shounen(Boys),PG-13 - Teens 13 or older,,M.S.C
7.8899999999999997,4810,20,Urusei Yatsura Movie 2: Beautiful Dreamer,Movie,1,Finished Airing,Lamu Película 2: Beautiful Dreamer,,Shounen(Boys),PG-13 - Teens 13 or older,Action,Central Park Media, Discotek Media
7.8899999999999997,687,341,やがて君になる,TV,13,Finished Airing,Bloom Into You,,,,Drama,AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa
7.8899999999999997,2053,101,コードギアス 反逆のルルーシュⅠ 興道,Movie,1,Finished Airing,Code Geass: Lelouch of the Rebellion I - Initiation,Original,,R+ - Mild Nudity,Action,Funimation
7.8799999999999999,54,1,My Hero Academia Season 4,TV,25,Finished Airing,My Hero Academia Staffel 4,,,,Action,Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha
7.8799999999999999,1008,239,デス・ビリヤード,Movie,1,Finished Airing,Death Billiards,Original,Adult,R - 17+ (violence & profanity),Adventure, Drama,Madhouse
7.8799999999999999,233,805,ひぐらしのなく頃に,TV,26,Finished Airing,Higurashi: When They Cry,Visual novel,,,Horror, Adventure,
7.8799999999999999,2639,67,まちカドまぞく 2丁目,TV,12,Finished Airing,The Demon Girl Next Door 2,,,PG-13 - Teens 13 or older,,Pony Canyon, Houbunsha, Medicos Entertainment, BS11, RAY, Nichion
7.8799999999999999,2724,64,名探偵コナン １４番目の標的,Movie,1,Finished Airing,Case Closed Movie 02: The Fourteenth Target,,Shounen(Boys),,Adventure, Comedy,Funimation
7.8799999999999999,1101,219,ONE PIECE FILM GOLD,Movie,1,Finished Airing,One Piece Film 13: Gold,,Shounen(Boys),PG-13 - Teens 13 or older,Action, Adventure, Fantasy,Toei Animation
7.8700000000000001,265,742,トニカクカワイイ,TV,12,Finished Airing,TONIKAWA: Over The Moon For You,,,,,
7.8700000000000001,1732,129,トップをねらえ！ GunBuster,OVA,6,Finished Airing,Gunbuster,Original,,R+ - Mild Nudity,Action, Comedy, Drama,Studio Fantasia, Tohokushinsha Film Corporation
7.8700000000000001,1131,213,ベルセルク 黄金時代篇Ⅱ ドルドレイ攻略,Movie,1,Finished Airing,Berserk: The Golden Age Arc II - The Battle for Doldrey,,Seinen(Male Youth/Adult),,Action, Adventure, Fantasy, Horror,VIZ Media
7.8700000000000001,194,883,古見さんは、コミュ症です。,TV,12,Finished Airing,Komi Can't Communicate,,Shounen(Boys),,,TV Tokyo, Dentsu, Shogakukan-Shueisha Productions, Half H.P Studio, Nippon Columbia
7.8700000000000001,816,297,マッシュル-MASHLE- 神覚者候補選抜試験編,TV,12,Finished Airing,Mashle: Magic and Muscles - The Divine Visionary Candidate Exam Arc,,Shounen(Boys),,Action, Comedy, Fantasy,Aniplex, Shueisha, ADK, INSPION Edge
7.8700000000000001,4176,28,新劇場版 頭文字［イニシャル］D Legend3 -夢現-,Movie,1,Finished Airing,Initial D Legend 3: Dream,,Seinen(Male Youth/Adult),PG-13 - Teens 13 or older,,SANZIGEN, LIDENFILMS
7.8700000000000001,5394,15,えいがのおそ松さん,Movie,1,Finished Airing,Mr. Osomatsu the Movie,,,,Comedy,
7.8600000000000003,144,1,けいおん!,TV,13,Finished Airing,K-ON!,,,,,Pony Canyon, TBS, Movic, Rakuonsha, Animation Do
7.8600000000000003,3896,32,ルパン三世vs.名探偵コナン THE MOVIE,Movie,1,Finished Airing,Lupin III vs. Detective Conan: The Movie,,Shounen(Boys),G - All Ages,Action, Adventure, Comedy,TMS Entertainment
7.8600000000000003,4004,31,劇場版 名探偵コナン ゼロの執行人,Movie,1,Finished Airing,Case Closed Movie 22: Zero the Enforcer,,,,Action, Drama, Adventure,Discotek Media
7.8600000000000003,1373,171,狼と香辛料II 狼と琥珀色の憂鬱,OVA,1,Finished Airing,Spice and Wolf II: The Wolf and the Amber Melancholy,Light novel,Adult,PG-13 - Teens 13 or older,Adventure, Fantasy, Romance,Brain's Base, Marvy Jack
7.8600000000000003,1068,227,Paradise kiss,TV,12,Finished Airing,Paradise Kiss,,Josei(Female Youth/Adult),,Drama, Romance,Aniplex, Dentsu, Fuji TV, Shodensha
7.8600000000000003,2757,63,ささやくように恋を唄う,TV,12,Currently Airing,Whisper Me a Love Song,,,PG-13 - Teens 13 or older,,TV Asahi, NBCUniversal Entertainment Japan, Yomiuri TV Enterprise, Contents Seed, Ichijinsha, Live Viewing Japan, Bit grooove promotion, BS Asahi
7.8600000000000003,104,1,ようこそ実力至上主義の教室へ,TV,12,Finished Airing,Classroom of the Elite,Light novel,,,Adventure, Drama,
7.8600000000000003,2025,104,刺客伍六七,ONA,10,Finished Airing,Scissor Seven,Original,,,Action, Adventure, Comedy, Drama,
7.8600000000000003,2177,93,映画 ハイ☆スピード！ -Free! Starting Days-,Movie,1,Finished Airing,Free! Starting Days,Light novel,,PG-13 - Teens 13 or older,Drama, Sports,Kyoto Animation
7.8600000000000003,4113,29,鬼灯の冷徹 第弐期その弐,TV,13,Finished Airing,Hozuki's Coolheadedness 2: Part 2,,,,,
7.8499999999999996,1006,240,映画 五等分の花嫁,Movie,1,Finished Airing,The Quintessential Quintuplets Movie,,Shounen(Boys),PG-13 - Teens 13 or older,,Bibury Animation Studios
7.8499999999999996,2192,91,劇場版 花咲くいろは HOME SWEET HOME,Movie,1,Finished Airing,Hanasaku Iroha the Movie: Home Sweet Home,Original,,,Drama,NIS America, Inc.
7.8499999999999996,2171,93,ワンピース〝3D2Y〟 エースの死を越えて！ ルフィ仲間との誓い,TV Special,1,Finished Airing,One Piece 3D2Y: Overcoming Ace's Death! Luffy's Pledge to His Friends,,Shounen(Boys),PG-13 - Teens 13 or older,Adventure, Fantasy,Toei Animation
7.8499999999999996,682,345,さよなら絶望先生,TV,12,Finished Airing,Sayonara, Zetsubou-Sensei,,Shounen(Boys),,Comedy,Starchild Records, Omnibus Japan
7.8499999999999996,1067,227,TIGER & BUNNY （タイガー・アンド・バニー）,TV,25,Finished Airing,Tiger & Bunny,Original,Adult,PG-13 - Teens 13 or older,Action, Adventure, Comedy,Bandai Visual, Mainichi Broadcasting System, Tohokushinsha Film Corporation
7.8499999999999996,1355,175,海辺のエトランゼ,Movie,1,Finished Airing,The Stranger by the Shore,,,R+ - Mild Nudity,,Studio Hibari
7.8499999999999996,2339,83,夢色パティシエール,TV,50,Finished Airing,Yumeiro Pâtissière,,,,,Pierrot, Yomiuri Telecasting, DAX Production, Shueisha
7.8399999999999999,4273,26,万聖街,ONA,12,Finished Airing,All Saints Street,Web manga,,PG-13 - Teens 13 or older,,Fenz, HMCH
7.8399999999999999,2749,63,Doraemon,TV,1787,Finished Airing,Doraemon,,,,Action, Adventure, Comedy, Fantasy,TV Asahi, Asatsu DK
7.8399999999999999,3918,32,ひだまりスケッチ×365,TV,13,Finished Airing,Hidamari Sketch x 365,,,PG-13 - Teens 13 or older,,Aniplex, Lantis, TBS, Movic, Houbunsha
7.8399999999999999,1450,161,けいおん! ライブハウス!,,1,Finished Airing,K-ON! Live House!,,,PG-13 - Teens 13 or older,,Kyoto Animation
7.8399999999999999,1488,156,星方武侠アウトロースター,TV,24,Finished Airing,Outlaw Star,,,,Action, Adventure, Comedy,Sotsu, Victor Entertainment
7.8300000000000001,563,405,この素晴らしい世界に祝福を！ 第11話 この素晴らしいチヨーカーに祝福を！,OVA,1,Finished Airing,KonoSuba: God's Blessing on This Wonderful World! - God's Blessing on This Wonderful Choker!,Light novel,,PG-13 - Teens 13 or older,,Studio Deen
7.8300000000000001,1183,202,ミチコとハッチン,TV,22,Finished Airing,Michiko & Hatchin,Original,,,Action, Adventure,Media Factory, Shochiku, Yomiko Advertising, Fuji TV
7.8300000000000001,1360,173,無職転生 ～異世界行ったら本気だす～ エリスのゴブリン討伐,,1,Finished Airing,Mushoku Tensei: Jobless Reincarnation - Eris the Goblin Slayer,Light novel,,R - 17+ (violence & profanity),Adventure, Drama, Fantasy,Studio Bind
7.8300000000000001,1482,157,世界一初恋 2,TV,12,Finished Airing,Sekai Ichi Hatsukoi - World's Greatest First Love 2,,Adult,PG-13 - Teens 13 or older,,Lantis, Kadokawa Shoten, AT-X, KlockWorx
7.8300000000000001,183,918,涼宮ハルヒの憂鬱,TV,14,Finished Airing,The Melancholy of Haruhi Suzumiya,Light novel,,,,Funimation, Bandai Entertainment, Kadokawa Pictures USA
7.8300000000000001,1401,167,有頂天家族,TV,13,Finished Airing,The Eccentric Family,Novel,,,,Bandai Visual, Yomiuri Telecasting, Lantis, Kids Station, Magic Capsule, Good Smile Company
7.8300000000000001,4553,23,赤ちゃんと僕,TV,35,Finished Airing,Baby and Me,,Shoujo(Girls),,,TV Tokyo, Youmex, Yomiuri Advertising
7.8300000000000001,1047,231,グリザイアの迷宮 カプリスの繭0,TV Special,1,Finished Airing,The Labyrinth of Grisaia: The Cocoon of Caprice 0,Visual novel,,R+ - Mild Nudity,Drama,Sentai Filmworks
7.8300000000000001,4007,31,劇場版 響け！ユーフォニアム～届けたいメロディ～,Movie,1,Finished Airing,Sound! Euphonium the Movie: May the Melody Reach You!,Novel,,PG-13 - Teens 13 or older,Drama,Kyoto Animation
7.8200000000000003,1124,215,劇場版 空の境界 the Garden of sinners 第四章『伽藍の洞』,Movie,1,Finished Airing,The Garden of Sinners Chapter 4: The Hollow Shrine,Light novel,,R - 17+ (violence & profanity),Action, Adventure,Notes
7.8200000000000003,4100,29,LUPIN THE IIIRD 次元大介の墓標,Movie,1,Finished Airing,Lupin the Third: Jigen's Gravestone,,Seinen(Male Youth/Adult),,Action, Adventure, Drama,TMS Entertainment, TMS Music
7.8200000000000003,1266,189,魔入りました！入間くん,TV,21,Finished Airing,Welcome to Demon School! Iruma-kun Season 3,,Shounen(Boys),,,NHK, NHK Enterprises
7.8200000000000003,485,463,Tanaka-kun is Always Listless,TV,12,Finished Airing,Tanaka-kun is Always Listless,Web manga,,,,Sentai Filmworks
7.8200000000000003,565,403,黄昏乙女×アムネジア,TV,12,Finished Airing,Dusk Maiden of Amnesia,,,,Horror, Adventure, Romance,
7.8200000000000003,1279,186,ゆるゆり♪♪,TV,12,Finished Airing,YuruYuri: Happy Go Lily ♪♪,,,,,
7.8099999999999996,2846,59,雾山五行,ONA,3,Finished Airing,Fog Hill of Five Elements,Original,,R - 17+ (violence & profanity),Historical, Action,Samsara Animation Studio
7.8099999999999996,575,398,山田くんとLv999の恋をする,TV,13,Finished Airing,My Love Story with Yamada-kun at Lv999,Web manga,,PG-13 - Teens 13 or older,,Aniplex, Movic, Tokyo MX, BS11, Egg Firm, Kadokawa, COMICSMART
7.8099999999999996,92,1,文豪ストレイドッグス,TV,12,Finished Airing,Bungo Stray Dogs,,,,Action, Adventure,
7.8099999999999996,4220,27,Emma: A Victorian Romance Season Two,TV,12,Finished Airing,Emma: A Victorian Romance Staffel 2,,Adult,,Drama, Romance,
7.8099999999999996,2710,64,獄・さよなら絶望先生,OVA,3,Finished Airing,Goodbye Mr. Despair OAD,,Shounen(Boys),R - 17+ (violence & profanity),Comedy,Shaft
7.8099999999999996,712,332,心が叫びたがってるんだ。,Movie,1,Finished Airing,The Anthem of the Heart,Original,,,Drama, Romance,Aniplex of America
7.8099999999999996,325,645,Little Witch Academia,TV,25,Finished Airing,Little Witch Academia,Original,,,Adventure, Comedy, Fantasy,Ultra Super Pictures, TOHO animation, Good Smile Company
7.8099999999999996,3870,33,Magical Circle,TV,24,Finished Airing,Magical Circle Guru-Guru,,,,Adventure, Comedy, Fantasy,TV Tokyo, Square Enix, Lantis, Kadokawa Shoten, AT-X, Magic Capsule, Sony Music Communications
7.8099999999999996,4568,22,マリア様がみてる〜３rd〜,OVA,5,Finished Airing,Maria Watches Over Us 3rd,Light novel,Shoujo(Girls),PG-13 - Teens 13 or older,Drama,Nozomi Entertainment
7.8099999999999996,3049,52,Detective Conan Movie 07: Crossroad in the Ancient Capital,Movie,1,Finished Airing,Detektiv Conan Film 7: Die Kreuzung des Labyrinths,,Shounen(Boys),PG-13 - Teens 13 or older,Adventure, Comedy,Manga
7.8099999999999996,1747,126,13,TV,,Currently Airing,Currently Airing,Original,,R - 17+ (violence & profanity),Action, Fantasy,
7.8099999999999996,4497,24,星界の戦旗 II,TV,10,Finished Airing,Banner of the Stars II,Light novel,,PG-13 - Teens 13 or older,Action, Romance,Bandai Visual, WOWOW
7.7999999999999998,1680,133,らき☆すた OVA（オリジナルなビジュアルとアニメーション）,OVA,1,Finished Airing,Lucky☆Star OVA,,,PG-13 - Teens 13 or older,,Kyoto Animation
7.7999999999999998,4002,31,劇場版 マクロスＦ 虚空歌姫 ～イツワリノウタヒメ～,Movie,1,Finished Airing,Macross Frontier: The False Songstress,Original,,PG-13 - Teens 13 or older,Action, Romance,Satelight, 8bit
7.7999999999999998,3113,50,Detective Conan Movie 09: Strategy Above the Depths,Movie,1,Finished Airing,Detektiv Conan Film 9: Das Komplott über dem Ozean,,Shounen(Boys),PG-13 - Teens 13 or older,Adventure, Comedy,Manga
7.7999999999999998,3599,38,新劇場版 頭文字［イニシャル］D Legend1 -覚醒-,Movie,1,Finished Airing,Initial D Legend 1 Awakening,,Seinen(Male Youth/Adult),PG-13 - Teens 13 or older,Action,Sentai Filmworks
7.7999999999999998,2131,96,聖☆おにいさん,Movie,1,Finished Airing,Saint☆Young Men (Movie),,Seinen(Male Youth/Adult),PG-13 - Teens 13 or older,,Manga
9.0600000000000005,342,629,銀魂°,TV,51,Finished Airing,Gintama Season 4,,,,Action, Comedy,
9.0500000000000007,21,2,Attack on Titan Season 3 Part 2,TV,10,Finished Airing,Attack on Titan Staffel 3 Teil 2,,,,Action, Adventure, Drama,Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises
9.0199999999999996,410,538,BLEACH 千年血戦篇,TV,13,Finished Airing,Bleach: Thousand-Year Blood War,,Shounen(Boys),R - 17+ (violence & profanity),Action, Adventure, Fantasy,TV Tokyo, Aniplex, Dentsu, Shueisha
